item_id,before_status,after_status,before_had_rewrite_prefix,after_has_rewrite_prefix,original_context_chars,before_context_chars,after_context_chars,paraphrased_question,fixed_prompt
factual_qa_7672,question_only_no_marker,parsed_full_context_question,False,False,838,0,838,Where was the starting point of the Grand Canal under Kublai Khan's rule?,"Context: Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao). Pax Mongolica, Mongol peace, enabled the spread of technologies, commodities, and culture between China and the West. Kublai expanded the Grand Canal from southern China to Daidu in the north. Mongol rule was cosmopolitan under Kublai Khan. He welcomed foreign visitors to his court, such as the Venetian merchant Marco Polo, who wrote the most influential European account of Yuan China. Marco Polo's travels would later inspire many others like Christopher Columbus to chart a passage to the Far East in search of its legendary wealth.

Question: Where was the starting point of the Grand Canal under Kublai Khan's rule?"
factual_qa_6850,question_only_no_marker,parsed_full_context_question,False,False,1064,0,1064,How did the mass high school education movement from 1910–1940 impact the wage disparity between skilled and unskilled workers?,"Context: During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor. High school education during the period was designed to equip students with necessary skill sets to be able to perform at work. In fact, it differs from the present high school education, which is regarded as a stepping-stone to acquire college and advanced degrees. This decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers. Education is very important for the growth of the economy, however educational inequality in gender also influence towards the economy. Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries.

Question: How did the mass high school education movement from 1910–1940 impact the wage disparity between skilled and unskilled workers?"
factual_qa_7553,parsed_full_context_question_with_prefix,parsed_full_context_question,True,False,641,470,641,Which mathematician was among the university's faculty members?,"Context: Past faculty have also included Egyptologist James Henry Breasted, mathematician Alberto Calderón, Nobel prize winning economist and classical liberalism defender Friedrich Hayek, meteorologist Ted Fujita, chemists Glenn T. Seaborg, the developer of the actinide concept and Nobel Prize winner Yuan T. Lee, Nobel Prize winning novelist Saul Bellow, political philosopher and author Allan Bloom, cancer researchers Charles Brenton Huggins and Janet Rowley, astronomer Gerard Kuiper, one of the most important figures in the early development of the discipline of linguistics Edward Sapir, and the founder of McKinsey & Co., James O. McKinsey.

Question: Which mathematician was among the university's faculty members?"
factual_qa_8867,question_only_no_marker,parsed_full_context_question,False,False,852,0,852,When was the Riemann hypothesis first introduced?,"Context: The unproven Riemann hypothesis, dating from 1859, states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.[clarification needed] From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise. From a mathematical viewpoint, it roughly states that the asymptotic distribution of primes (about x/log x of numbers less than x are primes, the prime number theorem) also holds for much shorter intervals of length about the square root of x (for intervals near x). This hypothesis is generally believed to be correct. In particular, the simplest assumption is that primes should have no significant irregularities without good reason.

Question: When was the Riemann hypothesis first introduced?"
factual_qa_3682,question_only_no_marker,parsed_full_context_question,False,False,1105,0,1105,What distinguishes sequential hermaphrodites from simultaneous hermaphrodites in terms of the production of eggs and sperm?,"Context: Most species are hermaphrodites—a single animal can produce both eggs and sperm, meaning it can fertilize its own egg, not needing a mate. Some are simultaneous hermaphrodites, which can produce both eggs and sperm at the same time. Others are sequential hermaphrodites, in which the eggs and sperm mature at different times. Fertilization is generally external, although platyctenids' eggs are fertilized inside their parents' bodies and kept there until they hatch. The young are generally planktonic and in most species look like miniature cydippids, gradually changing into their adult shapes as they grow. The exceptions are the beroids, whose young are miniature beroids with large mouths and no tentacles, and the platyctenids, whose young live as cydippid-like plankton until they reach near-adult size, but then sink to the bottom and rapidly metamorphose into the adult form. In at least some species, juveniles are capable of reproduction before reaching the adult size and shape. The combination of hermaphroditism and early reproduction enables small populations to grow at an explosive rate.

Question: What distinguishes sequential hermaphrodites from simultaneous hermaphrodites in terms of the production of eggs and sperm?"
factual_qa_8751,question_only_no_marker,parsed_full_context_question,False,False,779,0,779,What classification do contemporary mathematicians assign to the number 1?,"Context: Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime. By the Middle Ages and Renaissance many mathematicians included 1 as the first prime number. In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree. In the 19th century many mathematicians still considered the number 1 to be a prime. For example, Derrick Norman Lehmer's list of primes up to 10,006,721, reprinted as late as 1956, started with 1 as its first prime. Henri Lebesgue is said to be the last professional mathematician to call 1 prime. By the early 20th century, mathematicians began to accept that 1 is not a prime number, but rather forms its own special category as a ""unit"".

Question: What classification do contemporary mathematicians assign to the number 1?"
factual_qa_836,question_only_no_marker,parsed_full_context_question,True,False,576,0,576,"Context: Southern California boasts a diverse and significant economy within the United States. The region heavily relies on petroleum, unlike other areas where alternative modes of transport are more prevalent. Known for tourism and the entertainment industry, Southern California also has a presence in software, automotive, ports, finance, biomedical, and logistics. It played a prominent role in which event between 2001 and 2007?","Context: Southern California's economy is diverse and one of the largest in the United States. It is dominated and heavily dependent upon abundance of petroleum, as opposed to other regions where automobiles not nearly as dominant, the vast majority of transport runs on this fuel. Southern California is famous for tourism and Hollywood (film, television, and music). Other industries include software, automotive, ports, finance, tourism, biomedical, and regional logistics. The region was a leader in the housing bubble 2001–2007, and has been heavily impacted by the housing crash.

Question: Context: Southern California boasts a diverse and significant economy within the United States. The region heavily relies on petroleum, unlike other areas where alternative modes of transport are more prevalent. Known for tourism and the entertainment industry, Southern California also has a presence in software, automotive, ports, finance, biomedical, and logistics. It played a prominent role in which event between 2001 and 2007?"
factual_qa_11035,question_only_no_marker,parsed_full_context_question,True,False,536,0,536,How many projects does the Centre for Contemporary Art housed in the 17th century Royal Ujazdów Castle currently carry out annually?,"Context: The 17th century Royal Ujazdów Castle currently houses Centre for Contemporary Art, with some permanent and temporary exhibitions, concerts, shows and creative workshops. The Centre currently realizes about 500 projects a year. Zachęta National Gallery of Art, the oldest exhibition site in Warsaw, with a tradition stretching back to the mid-19th century organises exhibitions of modern art by Polish and international artists and promotes art in many other ways. Since 2011 Warsaw Gallery Weekend is held on last weekend of September.

Question: How many projects does the Centre for Contemporary Art housed in the 17th century Royal Ujazdów Castle currently carry out annually?"
factual_qa_419,question_only_no_marker,parsed_full_context_question,False,False,771,0,771,What thesis asserts that time complexities in different computational models are polynomially related?,"Context: But bounding the computation time above by some concrete function f(n) often yields complexity classes that depend on the chosen machine model. For instance, the language {xx | x is any binary string} can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time. The corresponding set of function problems is FP.

Question: What thesis asserts that time complexities in different computational models are polynomially related?"
factual_qa_3483,question_only_no_marker,parsed_full_context_question,False,False,964,0,964,Who was the first European explorer to journey the length of the Amazon River?,"Context: The first European to travel the length of the Amazon River was Francisco de Orellana in 1542. The BBC's Unnatural Histories presents evidence that Orellana, rather than exaggerating his claims as previously thought, was correct in his observations that a complex civilization was flourishing along the Amazon in the 1540s. It is believed that the civilization was later devastated by the spread of diseases from Europe, such as smallpox. Since the 1970s, numerous geoglyphs have been discovered on deforested land dating between AD 0–1250, furthering claims about Pre-Columbian civilizations. Ondemar Dias is accredited with first discovering the geoglyphs in 1977 and Alceu Ranzi with furthering their discovery after flying over Acre. The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.

Question: Who was the first European explorer to journey the length of the Amazon River?"
factual_qa_8226,question_only_no_marker,parsed_full_context_question,False,False,945,0,945,Why are newborn infants susceptible to infections?,"Context: Newborn infants have no prior exposure to microbes and are particularly vulnerable to infection. Several layers of passive protection are provided by the mother. During pregnancy, a particular type of antibody, called IgG, is transported from mother to baby directly across the placenta, so human babies have high levels of antibodies even at birth, with the same range of antigen specificities as their mother. Breast milk or colostrum also contains antibodies that are transferred to the gut of the infant and protect against bacterial infections until the newborn can synthesize its own antibodies. This is passive immunity because the fetus does not actually make any memory cells or antibodies—it only borrows them. This passive immunity is usually short-term, lasting from a few days up to several months. In medicine, protective passive immunity can also be transferred artificially from one individual to another via antibody-rich serum.

Question: Why are newborn infants susceptible to infections?"
factual_qa_3611,question_only_no_marker,parsed_full_context_question,False,False,532,0,532,Which indigenous group utilizes GPS devices to map out their ancestral territories for protection against commercial interests in the Amazon region?,"Context: The use of remote sensing for the conservation of the Amazon is also being used by the indigenous tribes of the basin to protect their tribal lands from commercial interests. Using handheld GPS devices and programs like Google Earth, members of the Trio Tribe, who live in the rainforests of southern Suriname, map out their ancestral lands to help strengthen their territorial claims. Currently, most tribes in the Amazon do not have clearly defined boundaries, making it easier for commercial ventures to target their territories.

Question: Which indigenous group utilizes GPS devices to map out their ancestral territories for protection against commercial interests in the Amazon region?"
factual_qa_1239,question_only_no_marker,parsed_full_context_question,False,False,585,0,585,When was the constitution of Victoria established?,"Context: Victoria has a written constitution enacted in 1975, but based on the 1855 colonial constitution, passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state's law-making body for matters coming under state responsibility. The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision.

Question: When was the constitution of Victoria established?"
factual_qa_11643,parsed_full_context_question_with_prefix,parsed_full_context_question,True,False,587,578,587,What happens when an object moves at a constant velocity on a surface in relation to friction?,"Context: A simple case of dynamic equilibrium occurs in constant velocity motion across a surface with kinetic friction. In such a situation, a force is applied in the direction of motion while the kinetic friction force exactly opposes the applied force. This results in zero net force, but since the object started with a non-zero velocity, it continues to move with a non-zero velocity. Aristotle misinterpreted this motion as being caused by the applied force. However, when kinetic friction is taken into consideration it is clear that there is no net force causing constant velocity motion.

Question: What happens when an object moves at a constant velocity on a surface in relation to friction?"
factual_qa_1902,question_only_no_marker,parsed_full_context_question,False,False,705,0,705,What was a crucial element of the Industrial Revolution that allowed factories to be established in areas lacking water power?,"Context: In 1781 James Watt patented a steam engine that produced continuous rotary motion. Watt's ten-horsepower engines enabled a wide range of manufacturing machinery to be powered. The engines could be sited anywhere that water and coal or wood fuel could be obtained. By 1883, engines that could provide 10,000 hp had become feasible. The stationary steam engine was a key component of the Industrial Revolution, allowing factories to locate where water power was unavailable. The atmospheric engines of Newcomen and Watt were large compared to the amount of power they produced, but high pressure steam engines were light enough to be applied to vehicles such as traction engines and the railway locomotives.

Question: What was a crucial element of the Industrial Revolution that allowed factories to be established in areas lacking water power?"
factual_qa_7118,question_only_no_marker,parsed_full_context_question,False,False,1022,0,1022,"What were savings by the wealthy believed to counteract, as mentioned in a review from 1955?","Context: Some theories developed in the 1970s established possible avenues through which inequality may have a positive effect on economic development. According to a 1955 review, savings by the wealthy, if these increase with inequality, were thought to offset reduced consumer demand. A 2013 report on Nigeria suggests that growth has risen with increased income inequality. Some theories popular from the 1950s to 2011 incorrectly stated that inequality had a positive effect on economic development. Analyses based on comparing yearly equality figures to yearly growth rates were misleading because it takes several years for effects to manifest as changes to economic growth. IMF economists found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth. Developing countries with high inequality have ""succeeded in initiating growth at high rates for a few years"" but ""longer growth spells are robustly associated with more equality in the income distribution.""

Question: What were savings by the wealthy believed to counteract, as mentioned in a review from 1955?"
factual_qa_1310,question_only_no_marker,parsed_full_context_question,False,False,655,0,655,How many seats does Victoria hold in the Australian Senate?,"Context: Politically, Victoria has 37 seats in the Australian House of Representatives and 12 seats in the Australian Senate. At state level, the Parliament of Victoria consists of the Legislative Assembly (the lower house) and the Legislative Council (the upper house). Victoria is currently governed by the Labor Party, with Daniel Andrews the current Premier. The personal representative of the Queen of Australia in the state is the Governor of Victoria, currently Linda Dessau. Local government is concentrated in 79 municipal districts, including 33 cities, although a number of unincorporated areas still exist, which are administered directly by the state.

Question: How many seats does Victoria hold in the Australian Senate?"
factual_qa_4028,question_only_no_marker,parsed_full_context_question,False,False,610,0,610,"Which park in North Fresno features the Shinzen Japanese Gardens, numerous picnic areas, and several miles of trails?","Context: Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near Downtown Fresno, is home to the Fresno Chaffee Zoo, and Rotary Storyland and Playland. Kearney Park is the largest of the Fresno region's park system and is home to historic Kearney Mansion and plays host to the annual Civil War Revisited, the largest reenactment of the Civil War in the west coast of the U.S.

Question: Which park in North Fresno features the Shinzen Japanese Gardens, numerous picnic areas, and several miles of trails?"
factual_qa_3903,question_only_no_marker,parsed_full_context_question,False,False,598,0,598,Do juveniles or adults' secretions luminesce more brightly?,"Context: When some species, including Bathyctena chuni, Euplokamis stationis and Eurhamphaea vexilligera, are disturbed, they produce secretions (ink) that luminesce at much the same wavelengths as their bodies. Juveniles will luminesce more brightly in relation to their body size than adults, whose luminescence is diffused over their bodies. Detailed statistical investigation has not suggested the function of ctenophores' bioluminescence nor produced any correlation between its exact color and any aspect of the animals' environments, such as depth or whether they live in coastal or mid-ocean waters.

Question: Do juveniles or adults' secretions luminesce more brightly?"
factual_qa_7652,question_only_no_marker,parsed_full_context_question,False,False,754,0,754,What administrative structure from past Chinese dynasties did Kublai not change?,"Context: Kublai's government after 1262 was a compromise between preserving Mongol interests in China and satisfying the demands of his Chinese subjects. He instituted the reforms proposed by his Chinese advisers by centralizing the bureaucracy, expanding the circulation of paper money, and maintaining the traditional monopolies on salt and iron. He restored the Imperial Secretariat and left the local administrative structure of past Chinese dynasties unchanged. However, Kublai rejected plans to revive the Confucian imperial examinations and divided Yuan society into three, later four, classes with the Han Chinese occupying the lowest rank. Kublai's Chinese advisers still wielded significant power in the government, but their official rank was nebulous.

Question: What administrative structure from past Chinese dynasties did Kublai not change?"
factual_qa_10227,question_only_no_marker,parsed_full_context_question,False,False,666,0,666,"What is the derogatory term used to describe London due to the perceived British policy of not intervening with its Muslim population, which has led to the presence of some individuals with a strong Islamist outlook, particularly in East London boroughs like Newham, Tower Hamlets, and Waltham Forest, where a large number of South Asian origin Muslims reside?","Context: Greater London has over 900,000 Muslims, (most of South Asian origins and concentrated in the East London boroughs of Newham, Tower Hamlets and Waltham Forest), and among them are some with a strong Islamist outlook. Their presence, combined with a perceived British policy of allowing them free rein, heightened by exposés such as the 2007 Channel 4 documentary programme Undercover Mosque, has given rise to the term Londonistan. Following the 9/11 attacks, however, Abu Hamza al-Masri, the imam of the Finsbury Park Mosque, was arrested and charged with incitement to terrorism which has caused many Islamists to leave the UK to avoid internment.[citation needed]

Question: What is the derogatory term used to describe London due to the perceived British policy of not intervening with its Muslim population, which has led to the presence of some individuals with a strong Islamist outlook, particularly in East London boroughs like Newham, Tower Hamlets, and Waltham Forest, where a large number of South Asian origin Muslims reside?"
factual_qa_10472,question_only_no_marker,parsed_full_context_question,True,False,675,0,675,"Alongside their imperialism, what religion did the French promote?","Context: France took control of Algeria in 1830 but began in earnest to rebuild its worldwide empire after 1850, concentrating chiefly in North and West Africa, as well as South-East Asia, with other conquests in Central and East Africa, as well as the South Pacific. Republicans, at first hostile to empire, only became supportive when Germany started to build her own colonial empire. As it developed, the new empire took on roles of trade with France, supplying raw materials and purchasing manufactured items, as well as lending prestige to the motherland and spreading French civilization and language as well as Catholicism. It also provided crucial manpower in both World Wars.

Question: Alongside their imperialism, what religion did the French promote?"
factual_qa_3388,question_only_no_marker,parsed_full_context_question,False,False,709,0,709,When did the rainforest occupy a relatively narrow band of land?,"Context: Following the Cretaceous–Paleogene extinction event, the extinction of the dinosaurs and the wetter climate may have allowed the tropical rainforest to spread out across the continent. From 66–34 Mya, the rainforest extended as far south as 45°. Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics. During the Oligocene, for example, the rainforest spanned a relatively narrow band. It expanded again during the Middle Miocene, then retracted to a mostly inland formation at the last glacial maximum. However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.

Question: When did the rainforest occupy a relatively narrow band of land?"
